subID,fileID,onset1_transcription_time,onset1_system_time,onset1_frame,offset1_transcription_time,offset1_system_time,offset1_frame,word1,utterances1,source_video_path,source_audio_path,extract_range_onset
1203,__20160209_17358,636.995155,576.962155,16410,637.607574,577.574574,16428,car,car,C:\bell\multiwork\experiment_12\included\__20160209_17358\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160209_17358\speech_r\_20160209_17358_cam03.wav,2701
1203,__20160209_17358,639.118795,579.085795,16474,642.097179,582.064179,16563,car,let us drive in the car,C:\bell\multiwork\experiment_12\included\__20160209_17358\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160209_17358\speech_r\_20160209_17358_cam03.wav,2701
1203,__20160209_17358,649.736996,589.703996,16792,650.164368,590.131368,16805,car,car,C:\bell\multiwork\experiment_12\included\__20160209_17358\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160209_17358\speech_r\_20160209_17358_cam03.wav,2701
1203,__20160209_17358,652.111773,592.078773,16863,653.076663,593.043663,16892,car,we have one more car,C:\bell\multiwork\experiment_12\included\__20160209_17358\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160209_17358\speech_r\_20160209_17358_cam03.wav,2701
1203,__20160209_17358,654.34556,594.31256,16930,656.010988,595.977988,16980,car,one car two car,C:\bell\multiwork\experiment_12\included\__20160209_17358\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160209_17358\speech_r\_20160209_17358_cam03.wav,2701
1203,__20160209_17358,658.509129,598.476129,17055,659.218478,599.185478,17077,car,three cars,C:\bell\multiwork\experiment_12\included\__20160209_17358\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160209_17358\speech_r\_20160209_17358_cam03.wav,2701
1203,__20160209_17358,668.347487,608.314487,17350,671.114388,611.081388,17433,car,let us drive in the car babyname car,C:\bell\multiwork\experiment_12\included\__20160209_17358\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160209_17358\speech_r\_20160209_17358_cam03.wav,2701
1203,__20160209_17358,672.365661,612.332661,17471,673.215999,613.182999,17496,car,car,C:\bell\multiwork\experiment_12\included\__20160209_17358\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160209_17358\speech_r\_20160209_17358_cam03.wav,2701
1203,__20160209_17358,674.87702,614.84402,17546,675.687704,615.654704,17571,car,car,C:\bell\multiwork\experiment_12\included\__20160209_17358\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160209_17358\speech_r\_20160209_17358_cam03.wav,2701
1203,__20160209_17358,677.287044,617.254044,17619,679.520831,619.487831,17686,car,let us drive in the car,C:\bell\multiwork\experiment_12\included\__20160209_17358\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160209_17358\speech_r\_20160209_17358_cam03.wav,2701
1204,__20160212_17275,215.280138,102.247138,2168,217.873394,104.840394,2246,car,let me see how many car do you have to play with,C:\bell\multiwork\experiment_12\included\__20160212_17275\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160212_17275\speech_r\cam03.wav,4291
1204,__20160212_17275,218.458539,105.425539,2264,220.413455,107.380455,2322,car,a blue car a little truck,C:\bell\multiwork\experiment_12\included\__20160212_17275\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160212_17275\speech_r\cam03.wav,4291
1204,__20160212_17275,222.607749,109.574749,2388,224.103858,111.070858,2433,car,a green car,C:\bell\multiwork\experiment_12\included\__20160212_17275\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160212_17275\speech_r\cam03.wav,4291
1204,__20160212_17275,227.701169,114.668169,2541,229.29037,116.25737,2589,car,and this car that makes noise,C:\bell\multiwork\experiment_12\included\__20160212_17275\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160212_17275\speech_r\cam03.wav,4291
1204,__20160212_17275,340.122139,227.089139,5914,342.087029,229.054029,5973,car,maybe some of the car at our house,C:\bell\multiwork\experiment_12\included\__20160212_17275\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160212_17275\speech_r\cam03.wav,4291
1205,__20160222_17718,599.41929,64.38629,1033,599.832894,64.799894,1045,car,car,C:\bell\multiwork\experiment_12\included\__20160222_17718\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160222_17718\speech_r\__20160222_17718_cam03.wav,16951
1205,__20160222_17718,602.109876,67.076876,1113,602.76559,67.73259,1133,car,is it a car,C:\bell\multiwork\experiment_12\included\__20160222_17718\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160222_17718\speech_r\__20160222_17718_cam03.wav,16951
1205,__20160222_17718,606.434701,71.401701,1243,607.426197,72.393197,1273,car,and another car,C:\bell\multiwork\experiment_12\included\__20160222_17718\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160222_17718\speech_r\__20160222_17718_cam03.wav,16951
1205,__20160222_17718,721.835906,186.802906,4705,722.99169,187.95869,4740,car,should we look at all the cars,C:\bell\multiwork\experiment_12\included\__20160222_17718\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160222_17718\speech_r\__20160222_17718_cam03.wav,16951
1205,__20160222_17718,725.688041,190.655041,4821,726.464809,191.431809,4844,car,there is a car,C:\bell\multiwork\experiment_12\included\__20160222_17718\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160222_17718\speech_r\__20160222_17718_cam03.wav,16951
1205,__20160222_17718,727.243018,192.210018,4867,728.084637,193.051637,4893,car,there is a car,C:\bell\multiwork\experiment_12\included\__20160222_17718\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160222_17718\speech_r\__20160222_17718_cam03.wav,16951
1205,__20160222_17718,731.170092,196.137092,4985,732.204821,197.171821,5016,car,and another car,C:\bell\multiwork\experiment_12\included\__20160222_17718\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160222_17718\speech_r\__20160222_17718_cam03.wav,16951
1205,__20160222_17718,734.77147,199.73847,5093,735.840787,200.807787,5125,car,that is all the cars,C:\bell\multiwork\experiment_12\included\__20160222_17718\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160222_17718\speech_r\__20160222_17718_cam03.wav,16951
1207,__20160225_17406,398.260114,195.227114,4958,399.813441,196.780441,5004,car,you are all about that car huh,C:\bell\multiwork\experiment_12\included\__20160225_17406\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160225_17406\speech_r\__20160225_17406_cam03.wav,6991
1207,__20160225_17406,453.335214,250.302214,6610,454.323044,251.290044,6640,car,what does the car do,C:\bell\multiwork\experiment_12\included\__20160225_17406\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160225_17406\speech_r\__20160225_17406_cam03.wav,6991
1207,__20160225_17406,462.089678,259.056678,6873,463.320886,260.287886,6910,car,can you race the cars,C:\bell\multiwork\experiment_12\included\__20160225_17406\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160225_17406\speech_r\__20160225_17406_cam03.wav,6991
1207,__20160225_17406,466.305851,263.272851,6999,468.002341,264.969341,7050,car,huh can you race the cars,C:\bell\multiwork\experiment_12\included\__20160225_17406\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160225_17406\speech_r\__20160225_17406_cam03.wav,6991
1207,__20160225_17406,523.349452,320.316452,8710,525.103208,322.070208,8763,car,you like the car the best,C:\bell\multiwork\experiment_12\included\__20160225_17406\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160225_17406\speech_r\__20160225_17406_cam03.wav,6991
1208,__20160808_17662,366.690115,153.157115,3696,368.366168,154.833168,3746,car,here play with the car,C:\bell\multiwork\experiment_12\included\__20160808_17662\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160808_17662\speech_r\cam06.wav,7306
1208,__20160808_17662,369.473094,155.940094,3779,370.679226,157.146226,3815,car,you want to roll the car,C:\bell\multiwork\experiment_12\included\__20160808_17662\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160808_17662\speech_r\cam06.wav,7306
1208,__20160808_17662,373.237687,159.704687,3892,374.187972,160.654972,3921,car,i have a car,C:\bell\multiwork\experiment_12\included\__20160808_17662\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160808_17662\speech_r\cam06.wav,7306
1208,__20160808_17662,483.919842,270.386842,7213,486.029267,272.496267,7276,car,i am going to line up the car over here,C:\bell\multiwork\experiment_12\included\__20160808_17662\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160808_17662\speech_r\cam06.wav,7306
1208,__20160808_17662,548.325181,334.792181,9145,550.340622,336.807622,9205,car,i am going to line up all of these car,C:\bell\multiwork\experiment_12\included\__20160808_17662\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160808_17662\speech_r\cam06.wav,7306
1209,__20160913_18459,319.041278,53.141278,695,320.265824,54.365824,732,car,giraffe is in the car,C:\bell\multiwork\experiment_12\included\__20160913_18459\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160913_18459\speech_r\cam06.wav,8877
1209,__20160913_18459,332.756191,66.856191,1107,334.508233,68.608233,1159,car,okay so you want to play the car,C:\bell\multiwork\experiment_12\included\__20160913_18459\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160913_18459\speech_r\cam06.wav,8877
1210,__20160929_17402,348.379666,106.612666,2299,349.529923,107.762923,2334,car,can you make your car beep,C:\bell\multiwork\experiment_12\included\__20160929_17402\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160929_17402\speech_r\cam06.wav,8153
1210,__20160929_17402,353.017802,111.250802,2439,354.625689,112.858689,2487,car,hey i want to get in that car,C:\bell\multiwork\experiment_12\included\__20160929_17402\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160929_17402\speech_r\cam06.wav,8153
1210,__20160929_17402,398.508639,156.741639,3803,399.85679,158.08979,3844,car,umm this car as well,C:\bell\multiwork\experiment_12\included\__20160929_17402\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20160929_17402\speech_r\cam06.wav,8153
1211,__20161003_18796,414.74624,406.71324,11302,416.184721,408.151721,11346,car,there is a car,C:\bell\multiwork\experiment_12\included\__20161003_18796\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161003_18796\speech_r\cam06.wav,1141
1211,__20161003_18796,416.981236,408.948236,11369,418.871472,410.838472,11426,car,and there is another car,C:\bell\multiwork\experiment_12\included\__20161003_18796\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161003_18796\speech_r\cam06.wav,1141
1211,__20161003_18796,422.782714,414.749714,11543,426.135207,418.102207,11644,car,another car that is right and that is one more car,C:\bell\multiwork\experiment_12\included\__20161003_18796\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161003_18796\speech_r\cam06.wav,1141
1212,__20161004_17757,248.30171,49.13471,575,250.620605,51.453605,645,car,a car is it a green car,C:\bell\multiwork\experiment_12\included\__20161004_17757\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161004_17757\speech_r\cam06.wav,6875
1212,__20161004_17757,252.679624,53.512624,706,253.919034,54.752034,744,car,mommys got a car too,C:\bell\multiwork\experiment_12\included\__20161004_17757\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161004_17757\speech_r\cam06.wav,6875
1212,__20161004_17757,356.370226,157.203226,3817,358.948998,159.781998,3894,car,oh i think it is a police car it is kind of like a firetruck,C:\bell\multiwork\experiment_12\included\__20161004_17757\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161004_17757\speech_r\cam06.wav,6875
1212,__20161004_17757,678.296861,479.129861,13475,679.716185,480.549185,13517,car,we did not play with this car yet,C:\bell\multiwork\experiment_12\included\__20161004_17757\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161004_17757\speech_r\cam06.wav,6875
1212,__20161004_17757,684.373966,485.206966,13657,685.673347,486.506347,13696,car,what color is this car,C:\bell\multiwork\experiment_12\included\__20161004_17757\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161004_17757\speech_r\cam06.wav,6875
1212,__20161004_17757,709.182147,510.015147,14401,711.001281,511.834281,14456,car,he is almost bigger than the car,C:\bell\multiwork\experiment_12\included\__20161004_17757\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161004_17757\speech_r\cam06.wav,6875
1212,__20161004_17757,797.260187,598.093187,17044,798.859425,599.692425,17092,car,which one is the police car,C:\bell\multiwork\experiment_12\included\__20161004_17757\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161004_17757\speech_r\cam06.wav,6875
1212,__20161004_17757,801.038387,601.871387,17157,802.557663,603.390663,17203,car,which one was a police car,C:\bell\multiwork\experiment_12\included\__20161004_17757\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161004_17757\speech_r\cam06.wav,6875
1212,__20161004_17757,830.124531,630.957531,18030,831.78374,632.61674,18080,car,can you drive one of these car,C:\bell\multiwork\experiment_12\included\__20161004_17757\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161004_17757\speech_r\cam06.wav,6875
1213,__20161014_18419,160.893042,87.760042,1734,164.237044,91.104044,1834,car,vocplayx right a car,C:\bell\multiwork\experiment_12\included\__20161014_18419\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161014_18419\speech_r\cam06.wav,3094
1213,__20161014_18419,187.203623,114.070623,2523,190.281556,117.148556,2615,car,look what i see i see this blue car,C:\bell\multiwork\experiment_12\included\__20161014_18419\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161014_18419\speech_r\cam06.wav,3094
1213,__20161014_18419,191.249079,118.116079,2644,193.546947,120.413947,2713,car,and i see the green car,C:\bell\multiwork\experiment_12\included\__20161014_18419\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161014_18419\speech_r\cam06.wav,3094
1213,__20161014_18419,285.616149,212.483149,5475,286.968271,213.835271,5516,car,what do you want to see the car,C:\bell\multiwork\experiment_12\included\__20161014_18419\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161014_18419\speech_r\cam06.wav,3094
1213,__20161014_18419,1009.495448,936.362448,27192,1010.348078,937.215078,27217,car,oh the car,C:\bell\multiwork\experiment_12\included\__20161014_18419\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161014_18419\speech_r\cam06.wav,3094
1213,__20161014_18419,1012.446393,939.313393,27280,1015.215928,942.082928,27363,car,you think the car could work let us see if we can make the car work,C:\bell\multiwork\experiment_12\included\__20161014_18419\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161014_18419\speech_r\cam06.wav,3094
1213,__20161014_18419,1018.626447,945.493447,27466,1019.993073,946.860073,27507,car,i do not think the car is going to work dude,C:\bell\multiwork\experiment_12\included\__20161014_18419\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161014_18419\speech_r\cam06.wav,3094
1213,__20161014_18419,1032.667626,959.534626,27887,1034.366838,961.233838,27938,car,let us try the car you like the car a lot,C:\bell\multiwork\experiment_12\included\__20161014_18419\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161014_18419\speech_r\cam06.wav,3094
1214,__20161014_19505,156.485087,54.752087,744,157.306063,55.573063,768,car,car,C:\bell\multiwork\experiment_12\included\__20161014_19505\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161014_19505\speech_r\cam06.wav,3952
1214,__20161014_19505,159.090792,57.357792,822,160.215172,58.482172,855,car,car what is that,C:\bell\multiwork\experiment_12\included\__20161014_19505\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161014_19505\speech_r\cam06.wav,3952
1214,__20161014_19505,196.213167,94.480167,1935,197.408936,95.675936,1971,car,i will be the blue car,C:\bell\multiwork\experiment_12\included\__20161014_19505\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161014_19505\speech_r\cam06.wav,3952
1214,__20161014_19505,265.817619,164.084619,4024,267.26325,165.53025,4067,car,car car,C:\bell\multiwork\experiment_12\included\__20161014_19505\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161014_19505\speech_r\cam06.wav,3952
1215,__20161017_17592,626.721602,498.688602,14062,627.513984,499.480984,14085,car,i am building a car,C:\bell\multiwork\experiment_12\included\__20161017_17592\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161017_17592\speech_r\cam06.wav,4741
1215,__20161017_17592,633.145123,505.112123,14254,634.078283,506.045283,14282,car,i am building this car,C:\bell\multiwork\experiment_12\included\__20161017_17592\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161017_17592\speech_r\cam06.wav,4741
1216,__20161018_17874,326.973583,189.240583,4778,328.036628,190.303628,4810,car,is that a car,C:\bell\multiwork\experiment_12\included\__20161018_17874\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161018_17874\speech_r\cam06.wav,5032
1216,__20161018_17874,330.575243,192.842243,4886,331.558956,193.825956,4916,car,car,C:\bell\multiwork\experiment_12\included\__20161018_17874\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161018_17874\speech_r\cam06.wav,5032
1218,__20161104_17527,229.185929,71.452929,1245,230.416478,72.683478,1282,car,can the girl ride on the car,C:\bell\multiwork\experiment_12\included\__20161104_17527\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161104_17527\speech_r\cam06.wav,5632
1218,__20161104_17527,231.677411,73.944411,1319,233.576406,75.843406,1376,car,can you bring the car over here and drive it right here,C:\bell\multiwork\experiment_12\included\__20161104_17527\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161104_17527\speech_r\cam06.wav,5632
1218,__20161104_17527,234.184084,76.451084,1395,234.761379,77.028379,1412,car,where is the car,C:\bell\multiwork\experiment_12\included\__20161104_17527\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161104_17527\speech_r\cam06.wav,5632
1218,__20161104_17527,237.845347,80.112347,1504,239.243007,81.510007,1546,car,she wants to ride in the car,C:\bell\multiwork\experiment_12\included\__20161104_17527\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161104_17527\speech_r\cam06.wav,5632
1218,__20161104_17527,254.509302,96.776302,2004,255.929525,98.196525,2047,car,is she sleeping on the car,C:\bell\multiwork\experiment_12\included\__20161104_17527\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161104_17527\speech_r\cam06.wav,5632
1218,__20161104_17527,276.391263,118.658263,2661,277.574783,119.841783,2696,car,you think he wants to go in the car,C:\bell\multiwork\experiment_12\included\__20161104_17527\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161104_17527\speech_r\cam06.wav,5632
1218,__20161104_17527,290.672399,132.939399,3089,293.959953,136.226953,3188,car,maybe maybe the turtle wants to go in the car,C:\bell\multiwork\experiment_12\included\__20161104_17527\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161104_17527\speech_r\cam06.wav,5632
1218,__20161104_17527,300.982169,143.249169,3398,302.533895,144.800895,3445,car,top top of the car,C:\bell\multiwork\experiment_12\included\__20161104_17527\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161104_17527\speech_r\cam06.wav,5632
1218,__20161104_17527,347.014504,189.281504,4779,348.211174,190.478174,4815,car,elephant is going to go in the car,C:\bell\multiwork\experiment_12\included\__20161104_17527\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161104_17527\speech_r\cam06.wav,5632
1218,__20161104_17527,349.559071,191.826071,4856,350.374385,192.641385,4880,car,is he going to go in the car,C:\bell\multiwork\experiment_12\included\__20161104_17527\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161104_17527\speech_r\cam06.wav,5632
1218,__20161104_17527,359.415159,201.682159,5151,362.650112,204.917112,5249,car,the car is going to drive to the house vocplayx,C:\bell\multiwork\experiment_12\included\__20161104_17527\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161104_17527\speech_r\cam06.wav,5632
1218,__20161104_17527,394.88787,237.15487,6216,398.385827,240.652827,6321,car,no i do not think there is an eyeball in there i think it is just a car,C:\bell\multiwork\experiment_12\included\__20161104_17527\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161104_17527\speech_r\cam06.wav,5632
1218,__20161104_17527,398.806634,241.073634,6333,399.832351,242.099351,6364,car,what does the car say,C:\bell\multiwork\experiment_12\included\__20161104_17527\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161104_17527\speech_r\cam06.wav,5632
1218,__20161104_17527,402.975253,245.242253,6458,404.434927,246.701927,6502,car,what does a car sound like,C:\bell\multiwork\experiment_12\included\__20161104_17527\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161104_17527\speech_r\cam06.wav,5632
1218,__20161104_17527,462.992844,305.259844,8259,465.75439,308.02139,8342,car,you still like that car you think there is a man in the car,C:\bell\multiwork\experiment_12\included\__20161104_17527\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161104_17527\speech_r\cam06.wav,5632
1218,__20161104_17527,467.516519,309.783519,8395,469.147146,311.414146,8443,car,uh huh what is the man doing in the car,C:\bell\multiwork\experiment_12\included\__20161104_17527\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161104_17527\speech_r\cam06.wav,5632
1218,__20161104_17527,475.104194,317.371194,8622,476.366615,318.633615,8660,car,he wants to play with the car,C:\bell\multiwork\experiment_12\included\__20161104_17527\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161104_17527\speech_r\cam06.wav,5632
1218,__20161104_17527,477.27398,319.54098,8687,480.245929,322.512929,8776,car,can i saw the car in half oh vocplayx,C:\bell\multiwork\experiment_12\included\__20161104_17527\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161104_17527\speech_r\cam06.wav,5632
1219,__20161109_17565,476.178683,51.611683,649,476.764633,52.197633,667,car,car,C:\bell\multiwork\experiment_12\included\__20161109_17565\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161109_17565\speech_r\cam06.wav,13637
1219,__20161109_17565,478.659207,54.092207,724,480.256899,55.689899,772,car,and another car do you not have,C:\bell\multiwork\experiment_12\included\__20161109_17565\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161109_17565\speech_r\cam06.wav,13637
1219,__20161109_17565,481.87803,57.31103,820,482.909303,58.342303,851,car,there is the car right here,C:\bell\multiwork\experiment_12\included\__20161109_17565\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161109_17565\speech_r\cam06.wav,13637
1219,__20161109_17565,711.082405,286.515405,7696,711.734764,287.167764,7716,car,like the car,C:\bell\multiwork\experiment_12\included\__20161109_17565\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161109_17565\speech_r\cam06.wav,13637
1219,__20161109_17565,917.311425,492.744425,13883,919.170614,494.603614,13939,car,you race can you race those car,C:\bell\multiwork\experiment_12\included\__20161109_17565\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161109_17565\speech_r\cam06.wav,13637
1220,__20161110_17843,319.528472,78.495472,1456,320.81405,79.78105,1494,car,the baby going to go in the car,C:\bell\multiwork\experiment_12\included\__20161110_17843\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161110_17843\speech_r\cam06.wav,8131
1220,__20161110_17843,356.976131,115.943131,2579,357.743331,116.710331,2602,car,another car,C:\bell\multiwork\experiment_12\included\__20161110_17843\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161110_17843\speech_r\cam06.wav,8131
1220,__20161110_17843,385.051507,144.018507,3422,386.440761,145.407761,3463,car,oh more car,C:\bell\multiwork\experiment_12\included\__20161110_17843\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161110_17843\speech_r\cam06.wav,8131
1220,__20161110_17843,399.503898,158.470898,3855,401.681087,160.648087,3920,car,can you make a noise what do you think the car says,C:\bell\multiwork\experiment_12\included\__20161110_17843\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161110_17843\speech_r\cam06.wav,8131
1220,__20161110_17843,602.894864,361.861864,9957,603.662064,362.629064,9980,car,speechx car,C:\bell\multiwork\experiment_12\included\__20161110_17843\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161110_17843\speech_r\cam06.wav,8131
1221,__20161116_19812,316.419379,255.719379,6773,317.33068,256.63068,6800,car,are you hammering the car,C:\bell\multiwork\experiment_12\included\__20161116_19812\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161116_19812\speech_r\cam06.wav,2721
1221,__20161116_19812,384.80668,324.10668,8824,385.441781,324.741781,8843,car,there is another car,C:\bell\multiwork\experiment_12\included\__20161116_19812\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161116_19812\speech_r\cam06.wav,2721
1221,__20161116_19812,391.452995,330.752995,9024,393.342118,332.642118,9080,car,should we line all of the car up,C:\bell\multiwork\experiment_12\included\__20161116_19812\cam07_frames_p,C:\bell\multiwork\experiment_12\included\__20161116_19812\speech_r\cam06.wav,2721
